Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
2024-07-20,22,prefer not to say,once a month,beauty and personal care,no,few times a week,filter,first page,2,yes,frequently,Shipping,rarely,no,occasionally,no,no,yes,3,3,wide product selection,reducing packaging waste
2024-08-30,24,prefer not to say,once a month,clothing and fashion,no,few times a week,keyword,first page,2,yes,sometimes,Shipping,rarely,no,occasionally,no,no,sometimes,2,1,competitive prices,reducing packaging waste
2024-08-07,23,prefer not to say,few times a month,beauty and personal care;clothing and fashion,yes,few times a month,keyword,multiple pages,2,yes,frequently,Payment Issues,rarely,no,heavily,yes,yes,sometimes,3,3,wide product selection,product quality and accuracy
2024-08-22,22,female,once a month,beauty and personal care,yes,few times a week,filter,first page,2,no,rarely,Payment Issues,sometimes,no,heavily,no,yes,sometimes,2,1,wide product selection,product quality and accuracy
2024-03-31,24,prefer not to say,once a month,clothing and fashion,sometimes,few times a month,keyword,multiple pages,5,yes,rarely,Shipping,sometimes,no,occasionally,no,sometimes,no,3,1,wide product selection,reducing packaging waste
2024-01-20,24,prefer not to say,once a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,first page,5,yes,sometimes,Price,sometimes,yes,occasionally,yes,yes,yes,3,4,wide product selection,reducing packaging waste
2024-01-17,22,female,less than once a month,beauty and personal care,no,few times a week,keyword,first page,5,yes,frequently,Price,rarely,yes,occasionally,no,no,no,2,4,competitive prices,product quality and accuracy
2024-05-14,24,prefer not to say,once a month,beauty and personal care,yes,few times a month,keyword,multiple pages,2,yes,sometimes,Shipping,sometimes,yes,occasionally,no,yes,yes,1,4,competitive prices,product quality and accuracy
2024-12-05,22,prefer not to say,once a month,beauty and personal care,yes,few times a week,keyword,multiple pages,5,no,rarely,Shipping,rarely,no,heavily,no,yes,sometimes,2,1,competitive prices,product quality and accuracy
2024-10-13,24,prefer not to say,less than once a month,beauty and personal care,sometimes,few times a week,keyword,first page,2,no,rarely,Shipping,sometimes,yes,occasionally,yes,sometimes,sometimes,3,1,competitive prices,reducing packaging waste
2024-12-14,23,female,less than once a month,beauty and personal care,yes,few times a week,filter,first page,1,yes,frequently,Shipping,rarely,no,occasionally,yes,yes,yes,2,1,wide product selection,reducing packaging waste
2024-02-02,22,female,less than once a month,beauty and personal care;clothing and fashion,yes,few times a month,filter,first page,1,yes,frequently,Shipping,rarely,no,heavily,yes,yes,sometimes,1,4,competitive prices,reducing packaging waste
2024-04-17,22,female,few times a month,beauty and personal care,sometimes,few times a week,filter,first page,2,no,rarely,Shipping,rarely,no,heavily,no,sometimes,no,1,1,wide product selection,reducing packaging waste
2024-09-17,24,female,less than once a month,beauty and personal care;clothing and fashion,no,few times a week,keyword,multiple pages,5,no,frequently,Payment Issues,rarely,no,heavily,yes,no,no,2,4,wide product selection,product quality and accuracy
2024-08-12,24,female,less than once a month,beauty and personal care,no,few times a week,keyword,first page,5,yes,frequently,Shipping,rarely,no,heavily,yes,no,yes,2,1,wide product selection,product quality and accuracy
2024-12-19,23,prefer not to say,less than once a month,beauty and personal care;clothing and fashion,yes,few times a month,filter,first page,1,yes,sometimes,Shipping,rarely,no,occasionally,no,yes,sometimes,1,4,wide product selection,product quality and accuracy
2024-05-13,23,prefer not to say,few times a month,beauty and personal care,no,few times a month,filter,first page,2,yes,sometimes,Shipping,sometimes,no,occasionally,yes,no,no,3,2,wide product selection,reducing packaging waste
2024-11-10,24,prefer not to say,less than once a month,groceries and gourmet food;clothing and fashion,yes,few times a week,filter,multiple pages,2,yes,rarely,Shipping,sometimes,no,occasionally,no,yes,no,1,3,competitive prices,product quality and accuracy
2024-04-12,24,female,once a month,beauty and personal care,yes,few times a month,keyword,multiple pages,5,no,sometimes,Price,sometimes,no,heavily,yes,yes,sometimes,3,2,wide product selection,product quality and accuracy
2024-07-09,23,female,few times a month,groceries and gourmet food;clothing and fashion,no,few times a month,filter,first page,1,yes,frequently,Price,sometimes,yes,heavily,yes,no,no,1,1,wide product selection,product quality and accuracy
2024-12-31,22,prefer not to say,once a month,beauty and personal care;clothing and fashion,no,few times a week,filter,multiple pages,2,yes,sometimes,Shipping,sometimes,yes,heavily,yes,no,yes,3,2,wide product selection,reducing packaging waste
2024-02-14,22,female,few times a month,beauty and personal care,yes,few times a week,keyword,multiple pages,5,yes,sometimes,Price,sometimes,yes,heavily,yes,yes,yes,1,2,wide product selection,product quality and accuracy
2024-11-02,23,prefer not to say,few times a month,groceries and gourmet food;clothing and fashion,sometimes,few times a week,filter,multiple pages,2,no,frequently,Price,rarely,yes,heavily,yes,sometimes,no,3,1,competitive prices,product quality and accuracy
2024-02-11,22,female,once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,keyword,multiple pages,5,yes,sometimes,Payment Issues,rarely,no,heavily,yes,sometimes,sometimes,2,3,competitive prices,reducing packaging waste
2024-09-08,24,prefer not to say,few times a month,groceries and gourmet food;clothing and fashion,yes,few times a week,filter,first page,1,no,frequently,Price,rarely,no,occasionally,no,yes,no,3,1,wide product selection,product quality and accuracy
2024-01-13,24,female,once a month,beauty and personal care,yes,few times a week,keyword,multiple pages,2,yes,rarely,Shipping,sometimes,no,heavily,yes,yes,no,2,3,wide product selection,product quality and accuracy
2024-07-15,22,prefer not to say,few times a month,beauty and personal care,sometimes,few times a month,filter,first page,5,yes,sometimes,Shipping,rarely,no,heavily,no,sometimes,no,2,4,wide product selection,reducing packaging waste
2024-07-21,24,female,once a month,clothing and fashion,sometimes,few times a week,filter,multiple pages,2,yes,frequently,Price,rarely,no,heavily,yes,sometimes,no,1,1,competitive prices,product quality and accuracy
2024-10-31,23,female,less than once a month,beauty and personal care,sometimes,few times a month,filter,first page,5,no,sometimes,Price,sometimes,yes,occasionally,yes,sometimes,yes,3,3,wide product selection,reducing packaging waste
2024-01-01,22,female,few times a month,beauty and personal care,sometimes,few times a month,keyword,multiple pages,5,yes,frequently,Price,sometimes,no,heavily,yes,sometimes,yes,1,4,wide product selection,product quality and accuracy
2024-03-16,22,female,few times a month,beauty and personal care,sometimes,few times a week,filter,multiple pages,2,no,frequently,Price,rarely,yes,occasionally,yes,sometimes,sometimes,2,2,competitive prices,reducing packaging waste
2024-08-20,23,female,once a month,clothing and fashion,no,few times a week,filter,first page,1,no,frequently,Payment Issues,rarely,no,heavily,no,no,no,2,1,wide product selection,reducing packaging waste
2024-08-01,22,prefer not to say,once a month,clothing and fashion,yes,few times a month,keyword,first page,5,no,rarely,Price,sometimes,no,occasionally,no,yes,yes,1,1,wide product selection,product quality and accuracy
2024-08-07,24,female,once a month,beauty and personal care;clothing and fashion,no,few times a week,keyword,first page,5,no,frequently,Payment Issues,sometimes,yes,occasionally,yes,no,yes,2,1,wide product selection,product quality and accuracy
2024-07-09,23,female,few times a month,beauty and personal care,sometimes,few times a week,keyword,first page,2,no,sometimes,Price,sometimes,yes,occasionally,yes,sometimes,no,3,1,wide product selection,product quality and accuracy
2024-03-05,23,female,less than once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,keyword,multiple pages,1,yes,sometimes,Price,rarely,no,heavily,no,sometimes,sometimes,1,3,wide product selection,product quality and accuracy
2024-08-08,24,prefer not to say,few times a month,beauty and personal care,yes,few times a month,keyword,first page,1,no,sometimes,Payment Issues,sometimes,yes,occasionally,yes,yes,yes,2,4,competitive prices,reducing packaging waste
2024-04-07,23,prefer not to say,once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a week,filter,first page,5,yes,rarely,Price,sometimes,no,heavily,no,sometimes,sometimes,2,3,wide product selection,reducing packaging waste
2024-09-02,22,prefer not to say,few times a month,beauty and personal care,sometimes,few times a month,filter,multiple pages,1,yes,sometimes,Payment Issues,sometimes,yes,occasionally,no,sometimes,no,2,2,wide product selection,reducing packaging waste
2024-06-20,23,prefer not to say,once a month,clothing and fashion,yes,few times a month,keyword,first page,5,yes,rarely,Shipping,rarely,yes,heavily,yes,yes,sometimes,1,3,wide product selection,product quality and accuracy
2024-09-21,23,female,less than once a month,beauty and personal care,no,few times a week,filter,multiple pages,2,yes,sometimes,Shipping,rarely,no,occasionally,no,no,no,3,2,competitive prices,reducing packaging waste
2024-07-13,24,prefer not to say,less than once a month,beauty and personal care,yes,few times a week,filter,first page,5,no,sometimes,Price,sometimes,no,heavily,no,yes,no,1,1,competitive prices,reducing packaging waste
2024-01-24,23,female,once a month,groceries and gourmet food;clothing and fashion,no,few times a week,keyword,multiple pages,1,yes,sometimes,Shipping,rarely,no,heavily,yes,no,sometimes,3,1,wide product selection,reducing packaging waste
2024-03-29,23,female,once a month,groceries and gourmet food;clothing and fashion,yes,few times a week,keyword,first page,1,no,sometimes,Shipping,rarely,no,occasionally,no,yes,no,2,1,wide product selection,product quality and accuracy
2024-02-06,24,female,once a month,beauty and personal care,yes,few times a week,filter,first page,1,no,frequently,Shipping,sometimes,yes,heavily,no,yes,sometimes,2,2,wide product selection,product quality and accuracy
2024-07-24,23,female,few times a month,beauty and personal care,sometimes,few times a month,keyword,multiple pages,1,yes,rarely,Price,sometimes,yes,occasionally,yes,sometimes,no,1,3,competitive prices,reducing packaging waste
2024-11-13,24,female,less than once a month,beauty and personal care,no,few times a week,filter,first page,2,yes,rarely,Payment Issues,sometimes,yes,heavily,yes,no,yes,3,2,wide product selection,product quality and accuracy
2024-10-20,23,female,once a month,beauty and personal care,yes,few times a month,filter,first page,5,no,frequently,Price,rarely,yes,heavily,no,yes,yes,1,2,wide product selection,product quality and accuracy
2024-12-11,24,female,few times a month,beauty and personal care;clothing and fashion,sometimes,few times a week,keyword,multiple pages,1,no,sometimes,Payment Issues,sometimes,yes,heavily,yes,sometimes,yes,1,3,competitive prices,product quality and accuracy
2024-06-02,22,female,few times a month,beauty and personal care,no,few times a month,keyword,multiple pages,5,yes,frequently,Payment Issues,sometimes,no,heavily,yes,no,no,1,2,competitive prices,product quality and accuracy
2024-03-11,22,prefer not to say,once a month,beauty and personal care;clothing and fashion,sometimes,few times a week,keyword,multiple pages,1,no,rarely,Shipping,sometimes,no,heavily,yes,sometimes,yes,3,4,competitive prices,product quality and accuracy
2024-03-09,23,female,once a month,beauty and personal care;clothing and fashion,no,few times a month,filter,multiple pages,2,yes,rarely,Shipping,sometimes,no,occasionally,yes,no,sometimes,2,1,wide product selection,reducing packaging waste
2024-10-06,24,female,few times a month,groceries and gourmet food;clothing and fashion,sometimes,few times a week,keyword,multiple pages,1,yes,sometimes,Payment Issues,rarely,no,occasionally,no,sometimes,sometimes,1,2,wide product selection,product quality and accuracy
2024-11-23,23,female,once a month,beauty and personal care;clothing and fashion,yes,few times a week,filter,first page,2,yes,frequently,Price,sometimes,no,occasionally,no,yes,no,3,3,wide product selection,product quality and accuracy
2024-05-17,24,female,few times a month,clothing and fashion,yes,few times a week,filter,first page,2,no,frequently,Shipping,rarely,yes,occasionally,no,yes,yes,3,1,wide product selection,reducing packaging waste
2024-08-19,24,prefer not to say,less than once a month,beauty and personal care,sometimes,few times a week,keyword,multiple pages,2,no,sometimes,Shipping,sometimes,no,heavily,no,sometimes,yes,2,2,wide product selection,product quality and accuracy
2024-08-01,24,prefer not to say,once a month,clothing and fashion,no,few times a week,keyword,multiple pages,5,no,sometimes,Payment Issues,rarely,yes,occasionally,yes,no,no,3,1,competitive prices,product quality and accuracy
2024-01-22,22,female,less than once a month,beauty and personal care,no,few times a week,filter,first page,2,yes,frequently,Shipping,rarely,yes,heavily,no,no,yes,2,4,wide product selection,reducing packaging waste
2024-02-09,23,female,few times a month,clothing and fashion,no,few times a week,filter,multiple pages,2,no,frequently,Price,rarely,yes,heavily,no,no,no,1,2,wide product selection,product quality and accuracy
2024-11-27,22,female,less than once a month,beauty and personal care,no,few times a week,filter,multiple pages,5,no,sometimes,Price,sometimes,yes,heavily,yes,no,yes,3,2,competitive prices,reducing packaging waste
2024-07-10,23,female,once a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,first page,2,yes,rarely,Shipping,sometimes,yes,occasionally,yes,yes,no,2,2,wide product selection,product quality and accuracy
2024-05-20,22,female,less than once a month,clothing and fashion,no,few times a month,filter,first page,2,yes,frequently,Shipping,rarely,no,heavily,no,no,yes,3,1,wide product selection,reducing packaging waste
2024-07-10,24,prefer not to say,less than once a month,beauty and personal care;clothing and fashion,sometimes,few times a month,keyword,multiple pages,2,yes,rarely,Shipping,sometimes,yes,occasionally,no,sometimes,yes,3,2,competitive prices,product quality and accuracy
2024-03-17,23,female,once a month,beauty and personal care,no,few times a month,keyword,multiple pages,5,yes,sometimes,Price,sometimes,no,heavily,yes,no,yes,1,3,competitive prices,product quality and accuracy
2024-05-08,23,prefer not to say,once a month,beauty and personal care;clothing and fashion,sometimes,few times a week,keyword,first page,5,yes,rarely,Payment Issues,sometimes,no,occasionally,yes,sometimes,yes,1,4,competitive prices,reducing packaging waste
2024-02-27,24,female,less than once a month,clothing and fashion,yes,few times a month,keyword,first page,2,no,sometimes,Shipping,sometimes,no,occasionally,no,yes,no,2,4,competitive prices,reducing packaging waste
2024-07-02,24,female,less than once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,keyword,multiple pages,2,yes,rarely,Payment Issues,rarely,yes,occasionally,no,sometimes,sometimes,1,3,competitive prices,reducing packaging waste
2024-08-07,23,female,less than once a month,beauty and personal care,yes,few times a month,filter,first page,1,no,frequently,Shipping,rarely,yes,occasionally,no,yes,yes,1,3,competitive prices,reducing packaging waste
2024-08-20,24,prefer not to say,less than once a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,multiple pages,1,no,sometimes,Price,sometimes,no,occasionally,no,yes,no,3,4,wide product selection,reducing packaging waste
2024-08-28,22,female,less than once a month,clothing and fashion,yes,few times a week,keyword,first page,5,no,frequently,Shipping,rarely,yes,occasionally,yes,yes,sometimes,3,2,competitive prices,product quality and accuracy
2024-03-26,22,female,less than once a month,beauty and personal care,sometimes,few times a month,filter,first page,1,no,sometimes,Price,rarely,yes,heavily,no,sometimes,no,3,1,competitive prices,product quality and accuracy
2024-11-16,23,female,once a month,groceries and gourmet food;clothing and fashion,no,few times a month,filter,multiple pages,5,no,rarely,Payment Issues,sometimes,yes,heavily,yes,no,yes,2,1,wide product selection,product quality and accuracy
2024-03-22,24,female,once a month,beauty and personal care,yes,few times a week,filter,multiple pages,1,yes,frequently,Price,sometimes,yes,occasionally,yes,yes,yes,1,3,wide product selection,reducing packaging waste
2024-01-31,22,prefer not to say,less than once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,keyword,first page,5,yes,rarely,Shipping,sometimes,yes,heavily,yes,sometimes,yes,3,1,competitive prices,reducing packaging waste
2024-08-05,22,prefer not to say,less than once a month,beauty and personal care;clothing and fashion,no,few times a month,keyword,first page,1,no,frequently,Payment Issues,sometimes,no,heavily,yes,no,sometimes,2,4,wide product selection,reducing packaging waste
2024-05-16,24,female,less than once a month,beauty and personal care;clothing and fashion,sometimes,few times a month,keyword,first page,1,yes,sometimes,Payment Issues,sometimes,yes,heavily,no,sometimes,sometimes,2,3,competitive prices,product quality and accuracy
2024-07-12,23,female,few times a month,beauty and personal care,no,few times a month,keyword,multiple pages,1,no,frequently,Shipping,sometimes,no,occasionally,yes,no,no,2,2,wide product selection,reducing packaging waste
2024-10-16,24,prefer not to say,less than once a month,groceries and gourmet food;clothing and fashion,no,few times a week,filter,first page,5,yes,rarely,Shipping,rarely,no,occasionally,no,no,yes,2,3,wide product selection,product quality and accuracy
2024-12-20,23,female,few times a month,beauty and personal care,no,few times a week,filter,first page,2,no,sometimes,Payment Issues,rarely,no,occasionally,no,no,no,3,3,wide product selection,reducing packaging waste
2024-11-06,22,female,once a month,beauty and personal care,no,few times a week,filter,first page,1,yes,rarely,Payment Issues,sometimes,no,occasionally,no,no,no,1,4,competitive prices,reducing packaging waste
2024-11-14,24,female,few times a month,beauty and personal care,yes,few times a month,filter,multiple pages,1,no,rarely,Price,rarely,no,occasionally,no,yes,yes,3,4,competitive prices,reducing packaging waste
2024-12-10,22,prefer not to say,once a month,clothing and fashion,sometimes,few times a week,keyword,multiple pages,5,no,sometimes,Payment Issues,rarely,no,occasionally,no,sometimes,yes,3,1,wide product selection,reducing packaging waste
2024-10-28,24,prefer not to say,once a month,beauty and personal care,no,few times a week,filter,multiple pages,5,no,rarely,Payment Issues,rarely,no,occasionally,yes,no,yes,1,3,competitive prices,product quality and accuracy
2024-07-08,23,female,few times a month,beauty and personal care,yes,few times a week,filter,multiple pages,5,no,sometimes,Price,rarely,yes,occasionally,no,yes,sometimes,1,4,wide product selection,product quality and accuracy
2024-01-10,23,female,few times a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,first page,1,no,rarely,Shipping,rarely,no,heavily,no,yes,sometimes,2,2,competitive prices,product quality and accuracy
2024-09-08,22,female,less than once a month,clothing and fashion,no,few times a week,filter,first page,1,yes,sometimes,Price,sometimes,no,heavily,yes,no,no,3,2,wide product selection,reducing packaging waste
2024-10-04,24,female,few times a month,groceries and gourmet food;clothing and fashion,no,few times a month,keyword,multiple pages,2,yes,frequently,Price,sometimes,yes,occasionally,yes,no,no,3,2,wide product selection,product quality and accuracy
2024-07-27,22,female,few times a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,first page,2,yes,frequently,Shipping,rarely,no,occasionally,no,yes,sometimes,3,2,wide product selection,product quality and accuracy
2024-03-04,22,female,few times a month,beauty and personal care;clothing and fashion,no,few times a week,filter,multiple pages,2,no,sometimes,Payment Issues,rarely,no,occasionally,yes,no,sometimes,2,2,competitive prices,reducing packaging waste
2024-10-02,23,prefer not to say,less than once a month,beauty and personal care;clothing and fashion,sometimes,few times a week,filter,multiple pages,5,no,rarely,Price,rarely,no,occasionally,yes,sometimes,sometimes,3,2,wide product selection,product quality and accuracy
2024-05-03,22,female,few times a month,clothing and fashion,sometimes,few times a week,filter,first page,2,yes,frequently,Shipping,sometimes,no,heavily,yes,sometimes,sometimes,2,2,wide product selection,product quality and accuracy
2024-10-03,23,female,less than once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,filter,first page,5,no,sometimes,Price,rarely,yes,occasionally,no,sometimes,sometimes,1,4,wide product selection,product quality and accuracy
2024-09-24,24,prefer not to say,less than once a month,beauty and personal care,yes,few times a month,keyword,first page,2,yes,frequently,Payment Issues,sometimes,yes,occasionally,no,yes,sometimes,1,1,competitive prices,product quality and accuracy
2024-05-03,24,prefer not to say,less than once a month,beauty and personal care,sometimes,few times a week,filter,first page,2,yes,frequently,Payment Issues,sometimes,no,occasionally,yes,sometimes,no,2,3,wide product selection,product quality and accuracy
2024-09-30,24,female,once a month,beauty and personal care;clothing and fashion,no,few times a month,keyword,first page,1,no,rarely,Price,rarely,yes,heavily,yes,no,no,1,2,competitive prices,product quality and accuracy
2024-04-23,22,prefer not to say,few times a month,beauty and personal care,sometimes,few times a month,filter,first page,2,no,sometimes,Shipping,sometimes,no,heavily,no,sometimes,yes,1,3,wide product selection,reducing packaging waste
2024-03-03,22,prefer not to say,few times a month,beauty and personal care,yes,few times a month,keyword,multiple pages,1,yes,frequently,Price,sometimes,yes,occasionally,no,yes,sometimes,3,1,wide product selection,reducing packaging waste
2024-08-20,24,prefer not to say,few times a month,clothing and fashion,sometimes,few times a month,keyword,first page,1,yes,frequently,Shipping,rarely,no,heavily,yes,sometimes,yes,3,3,competitive prices,product quality and accuracy
2024-04-23,22,female,less than once a month,beauty and personal care,sometimes,few times a week,filter,multiple pages,1,yes,frequently,Payment Issues,rarely,no,heavily,no,sometimes,no,1,3,competitive prices,product quality and accuracy
2024-08-04,23,female,few times a month,groceries and gourmet food;clothing and fashion,no,few times a month,filter,first page,1,no,sometimes,Payment Issues,rarely,yes,occasionally,no,no,sometimes,2,1,wide product selection,reducing packaging waste
2024-10-10,23,female,less than once a month,groceries and gourmet food;clothing and fashion,no,few times a month,filter,multiple pages,2,yes,sometimes,Payment Issues,sometimes,yes,occasionally,yes,no,no,2,1,wide product selection,product quality and accuracy
2024-11-14,23,female,once a month,clothing and fashion,yes,few times a month,filter,multiple pages,1,yes,sometimes,Price,rarely,no,occasionally,yes,yes,sometimes,3,2,competitive prices,product quality and accuracy
2024-05-12,23,female,few times a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,multiple pages,2,yes,sometimes,Payment Issues,rarely,yes,occasionally,no,yes,no,3,1,wide product selection,reducing packaging waste
2024-05-08,24,female,once a month,beauty and personal care,no,few times a week,filter,multiple pages,2,yes,frequently,Price,sometimes,no,heavily,no,no,yes,1,1,wide product selection,product quality and accuracy
2024-11-11,23,female,once a month,groceries and gourmet food;clothing and fashion,yes,few times a month,keyword,multiple pages,1,yes,sometimes,Shipping,rarely,no,heavily,yes,yes,no,1,1,wide product selection,product quality and accuracy
2024-07-22,23,female,once a month,groceries and gourmet food;clothing and fashion,no,few times a month,filter,first page,2,no,frequently,Payment Issues,sometimes,yes,heavily,no,no,yes,2,4,competitive prices,product quality and accuracy
2024-06-01,23,female,once a month,clothing and fashion,yes,few times a month,filter,multiple pages,5,no,sometimes,Shipping,sometimes,no,occasionally,no,yes,yes,1,1,competitive prices,product quality and accuracy
2024-02-13,23,prefer not to say,less than once a month,clothing and fashion,sometimes,few times a week,keyword,first page,1,yes,sometimes,Shipping,sometimes,no,occasionally,no,sometimes,no,2,4,wide product selection,reducing packaging waste
2024-03-19,23,female,once a month,clothing and fashion,no,few times a month,filter,first page,2,yes,rarely,Payment Issues,rarely,no,heavily,no,no,yes,3,4,wide product selection,product quality and accuracy
2024-12-25,24,female,once a month,groceries and gourmet food;clothing and fashion,yes,few times a week,filter,multiple pages,5,yes,frequently,Price,rarely,no,heavily,yes,yes,yes,1,2,wide product selection,product quality and accuracy
2024-03-14,23,prefer not to say,less than once a month,clothing and fashion,no,few times a month,filter,multiple pages,2,yes,sometimes,Payment Issues,rarely,yes,occasionally,no,no,yes,2,1,wide product selection,reducing packaging waste
2024-05-28,23,female,few times a month,beauty and personal care;clothing and fashion,no,few times a month,filter,first page,5,yes,rarely,Price,rarely,no,heavily,yes,no,yes,1,1,wide product selection,product quality and accuracy
2024-02-17,23,female,once a month,beauty and personal care,yes,few times a month,keyword,multiple pages,1,no,rarely,Payment Issues,sometimes,yes,occasionally,yes,yes,sometimes,3,2,competitive prices,product quality and accuracy
2024-08-24,22,female,few times a month,beauty and personal care,sometimes,few times a week,filter,first page,2,no,frequently,Price,sometimes,no,heavily,no,sometimes,sometimes,2,1,competitive prices,product quality and accuracy
2024-05-06,24,female,less than once a month,beauty and personal care;clothing and fashion,sometimes,few times a week,filter,first page,1,yes,frequently,Payment Issues,sometimes,yes,heavily,no,sometimes,sometimes,3,3,competitive prices,product quality and accuracy
2024-06-21,22,female,once a month,clothing and fashion,sometimes,few times a month,filter,first page,2,no,sometimes,Price,sometimes,yes,heavily,yes,sometimes,yes,2,4,competitive prices,reducing packaging waste
2024-09-19,23,female,once a month,beauty and personal care;clothing and fashion,yes,few times a month,filter,first page,2,no,rarely,Shipping,sometimes,yes,occasionally,yes,yes,yes,3,1,wide product selection,product quality and accuracy
2024-02-13,23,female,once a month,beauty and personal care,no,few times a month,keyword,first page,1,no,frequently,Payment Issues,sometimes,no,occasionally,yes,no,sometimes,1,1,wide product selection,reducing packaging waste
2024-05-04,24,female,less than once a month,beauty and personal care,no,few times a week,filter,multiple pages,1,yes,sometimes,Shipping,sometimes,yes,occasionally,yes,no,no,2,3,competitive prices,reducing packaging waste
2024-09-10,23,female,less than once a month,clothing and fashion,sometimes,few times a week,filter,multiple pages,1,no,sometimes,Price,sometimes,no,occasionally,no,sometimes,yes,1,1,wide product selection,reducing packaging waste
2024-07-23,22,female,less than once a month,beauty and personal care;clothing and fashion,yes,few times a month,keyword,multiple pages,2,yes,rarely,Payment Issues,rarely,no,heavily,yes,yes,sometimes,2,1,wide product selection,product quality and accuracy
2024-01-29,22,prefer not to say,few times a month,clothing and fashion,sometimes,few times a week,filter,first page,2,no,sometimes,Shipping,sometimes,no,heavily,yes,sometimes,no,1,2,competitive prices,reducing packaging waste
2024-07-17,23,prefer not to say,once a month,clothing and fashion,yes,few times a month,filter,multiple pages,5,no,rarely,Shipping,sometimes,yes,occasionally,no,yes,sometimes,2,3,competitive prices,reducing packaging waste
2024-12-13,24,female,less than once a month,beauty and personal care,no,few times a week,keyword,multiple pages,1,no,rarely,Payment Issues,sometimes,yes,heavily,no,no,no,2,4,wide product selection,reducing packaging waste
2024-05-12,24,prefer not to say,less than once a month,clothing and fashion,yes,few times a month,filter,first page,5,no,frequently,Payment Issues,rarely,yes,occasionally,no,yes,sometimes,1,2,competitive prices,product quality and accuracy
2024-12-09,22,female,few times a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,filter,multiple pages,5,no,frequently,Payment Issues,rarely,no,occasionally,yes,sometimes,no,1,1,competitive prices,reducing packaging waste
2024-04-09,22,female,once a month,clothing and fashion,yes,few times a week,keyword,first page,1,yes,sometimes,Price,sometimes,no,occasionally,yes,yes,no,3,3,wide product selection,product quality and accuracy
2024-03-07,22,female,once a month,beauty and personal care,yes,few times a month,keyword,multiple pages,5,yes,frequently,Shipping,rarely,yes,occasionally,yes,yes,sometimes,3,2,wide product selection,reducing packaging waste
2024-01-18,22,female,less than once a month,groceries and gourmet food;clothing and fashion,sometimes,few times a month,filter,first page,5,yes,frequently,Payment Issues,rarely,no,heavily,yes,sometimes,no,1,2,wide product selection,reducing packaging waste
2024-01-28,24,female,once a month,beauty and personal care;clothing and fashion,no,few times a week,keyword,first page,5,yes,frequently,Price,sometimes,yes,occasionally,no,no,yes,1,2,competitive prices,product quality and accuracy
2024-04-17,22,female,once a month,groceries and gourmet food;clothing and fashion,yes,few times a week,filter,multiple pages,1,no,rarely,Price,sometimes,yes,heavily,no,yes,sometimes,2,1,competitive prices,reducing packaging waste
2024-04-27,23,female,less than once a month,beauty and personal care;clothing and fashion,no,few times a week,filter,first page,5,no,frequently,Payment Issues,rarely,no,occasionally,yes,no,no,1,4,competitive prices,product quality and accuracy
2024-04-17,24,female,once a month,clothing and fashion,sometimes,few times a week,keyword,multiple pages,5,yes,rarely,Price,rarely,no,heavily,yes,sometimes,sometimes,3,1,wide product selection,reducing packaging waste
2024-08-04,22,female,few times a month,clothing and fashion,yes,few times a month,filter,multiple pages,2,no,sometimes,Payment Issues,rarely,no,occasionally,yes,yes,sometimes,3,1,wide product selection,product quality and accuracy
2024-06-13,24,female,few times a month,beauty and personal care,no,few times a month,filter,first page,2,no,frequently,Payment Issues,sometimes,yes,heavily,yes,no,sometimes,2,2,wide product selection,product quality and accuracy
2024-12-27,22,prefer not to say,less than once a month,beauty and personal care,sometimes,few times a week,keyword,first page,1,yes,rarely,Payment Issues,rarely,no,heavily,yes,sometimes,yes,2,1,competitive prices,reducing packaging waste
2024-09-29,24,prefer not to say,once a month,beauty and personal care,yes,few times a week,filter,multiple pages,5,no,frequently,Payment Issues,sometimes,yes,occasionally,no,yes,sometimes,2,1,competitive prices,reducing packaging waste
2024-01-17,23,female,once a month,beauty and personal care,no,few times a month,filter,multiple pages,2,no,frequently,Payment Issues,sometimes,no,heavily,no,no,no,3,4,competitive prices,product quality and accuracy
2024-01-09,24,female,once a month,beauty and personal care;clothing and fashion,yes,few times a month,filter,first page,1,yes,frequently,Shipping,sometimes,no,heavily,no,yes,no,3,1,wide product selection,product quality and accuracy
